name,year,genre
Be a Good Girl,(1987–1991),"<span class=""genre"">
Drama, Romance            </span>"
The Measure of a Man,(1987–1994),"<span class=""genre"">
Action, Adventure, Mystery            </span>"
Pilot,(1989–1993),"<span class=""genre"">
Drama            </span>"
Queensrÿche: Video Mindcrime,(1989 Video),"<span class=""genre"">
Short, Crime, Drama            </span>"
The Magic Boy's Easter,(1989 Video),"<span class=""genre"">
Drama, Short            </span>"
Julie & Carol: Together Again,(1989 TV Movie),"<span class=""genre"">
Comedy, Musical            </span>"
Show Boat,(1971– ),"<span class=""genre"">
Music            </span>"
Aisles of Doom,(1989),"<span class=""genre"">
Short            </span>"
The 6th Annual American Cinema Awards,(1989 TV Special),
Richard Jeni: The Boy from New York City,(1989 TV Special),"<span class=""genre"">
Comedy            </span>"
Monster Telethon,(1989–1992),"<span class=""genre"">
Comedy, Family, Fantasy            </span>"
Pilgrims,(1987–1991),"<span class=""genre"">
Drama, Romance            </span>"
Nancy's Mom,(1987–1991),"<span class=""genre"">
Drama, Romance            </span>"
Q Who,(1987–1994),"<span class=""genre"">
Action, Adventure, Mystery            </span>"
Corky for President,(1989–1993),"<span class=""genre"">
Drama            </span>"
Kumu Hula: Keepers of a Culture,(1989),
Donna Summer: This Time I Know It's for Real,(1989 Video),"<span class=""genre"">
Short, Music            </span>"
The Aspern Papers,(1971– ),"<span class=""genre"">
Music            </span>"
Time Flies When You're Alive,(1989 TV Movie),"<span class=""genre"">
Biography, Comedy, Drama            </span>"
A Trip Upstate,(1988–1995),"<span class=""genre"">
Crime, Drama, Mystery            </span>"
The Reunion,(1984–1989),"<span class=""genre"">
Drama, Fantasy            </span>"
The Rest Is Silence,(1987–1990),"<span class=""genre"">
Crime, Fantasy, Drama            </span>"
A Fair and Perfect Knight,(1987–1990),"<span class=""genre"">
Crime, Fantasy, Drama            </span>"
The Meeting,(1981– ),"<span class=""genre"">
Comedy, Drama, Romance            </span>"
Oingo Boingo: Skeletons in the Closet,(1989 Video),"<span class=""genre"">
Short, Music            </span>"
Pilot,(1990–1991),"<span class=""genre"">
Crime, Drama, Mystery            </span>"
Doctor Doctor,(1989–1991),"<span class=""genre"">
Comedy            </span>"
The Making of 'The Abyss',(1989 Video),"<span class=""genre"">
Documentary, Short            </span>"
Abbott & Costello: Live & Hilarious!,(1989 Video),"<span class=""genre"">
Comedy            </span>"
Buy Me That! A Kids' Survival Guide to TV Advertising,(1989 Video),"<span class=""genre"">
Short            </span>"
Impact Video Magazine,(1989 Video),"<span class=""genre"">
Documentary, Animation, Music            </span>"
Music Day,(1989–1995),"<span class=""genre"">
Family, Music            </span>"
Summer Song,(1988–1993),"<span class=""genre"">
Comedy, Drama, Family            </span>"
Square Dance,(1988–1993),"<span class=""genre"">
Comedy, Drama, Family            </span>"
Just Between Me and You and Kirk and Paul and Carla and Becky,(1988–1993),"<span class=""genre"">
Comedy, Drama, Family            </span>"
"Jimmy - October 14, 1964",(1989–1993),"<span class=""genre"">
Action, Adventure, Drama            </span>"
Rape,(1988–1995),"<span class=""genre"">
Crime, Drama, Mystery            </span>"
When the Blue Bird Sings,(1987–1990),"<span class=""genre"">
Crime, Fantasy, Drama            </span>"
The Watcher,(1987–1990),"<span class=""genre"">
Crime, Fantasy, Drama            </span>"
Orphans,(1987–1990),"<span class=""genre"">
Crime, Fantasy, Drama            </span>"
Poker,(1989 Video),"<span class=""genre"">
Short, Thriller            </span>"
Quest for Glory I: So You Want to Be a Hero,(1989 Video Game),"<span class=""genre"">
Adventure, Fantasy            </span>"
Cousteau: Alaska: Outrage at Valdez,(1989),
The New Yankee Workshop,(1989–2009),"<span class=""genre"">
Action            </span>"
Twin Peaks,(1990–1991),"<span class=""genre"">
Crime, Drama, Mystery            </span>"
Seinfeld,(1989–1998),"<span class=""genre"">
Comedy            </span>"
The Jacksons: 2300 Jackson Street,(1989 Video),"<span class=""genre"">
Short, Music            </span>"
Riches to Rags,(1985–1989),"<span class=""genre"">
Comedy, Family, Sci-Fi            </span>"
Camp MTV,(1989 TV Movie),"<span class=""genre"">
Comedy            </span>"
Nemesis,(1988–1993),"<span class=""genre"">
Comedy, Drama, Family            </span>"
Nightmare,(1987–1990),"<span class=""genre"">
Action, Drama, War            </span>"
The Battle with Bizarro,(1988–1992),"<span class=""genre"">
Adventure, Fantasy, Sci-Fi            </span>"
The Source,(1984–1989),"<span class=""genre"">
Drama, Fantasy            </span>"
No Means No,(1987–1993),"<span class=""genre"">
Comedy            </span>"
Arnold Schwarzenegger Bodybuilding Classic,(1989 TV Movie),"<span class=""genre"">
Documentary            </span>"
The Simpsons,(1989– ),"<span class=""genre"">
Animation, Comedy            </span>"
Lonesome Dove,(1989),"<span class=""genre"">
Adventure, Drama, Western            </span>"
Best ABC Video Ever!,(1989 Video),"<span class=""genre"">
Animation, Short, Family            </span>"
More About L.E.S.,(1985–1989),"<span class=""genre"">
Comedy, Family, Sci-Fi            </span>"
See No Evil,(1985–1989),"<span class=""genre"">
Comedy, Family, Sci-Fi            </span>"
Jonathan Winters/Peter Strauss,(1962–1992),"<span class=""genre"">
Comedy, Talk-Show            </span>"
Hot off the Grill,(1987–1997),"<span class=""genre"">
Comedy            </span>"
Pottery Will Get You Nowhere,(1988–1993),"<span class=""genre"">
Comedy, Drama, Family            </span>"
Mom Wars,(1988–1993),"<span class=""genre"">
Comedy, Drama, Family            </span>"
How I'm Spending My Summer Vacation,(1988–1993),"<span class=""genre"">
Comedy, Drama, Family            </span>"
Doc Hock,(1987–1990),"<span class=""genre"">
Action, Drama, War            </span>"
Boo!,(1988–2018),"<span class=""genre"">
Comedy, Drama            </span>"
976-SHOE,(1987–1997),"<span class=""genre"">
Comedy            </span>"
What Rough Beast,(1987–1990),"<span class=""genre"">
Crime, Fantasy, Drama            </span>"
The Outsiders,(1987–1990),"<span class=""genre"">
Crime, Fantasy, Drama            </span>"
Winter on the Rock,(1989 Video),"<span class=""genre"">
Documentary, Sport            </span>"
Rick Ducommun: Piece of Mind,(1989 TV Special),"<span class=""genre"">
Comedy            </span>"
The Debbie Allen Special,(1989 TV Special),"<span class=""genre"">
Music            </span>"
Hollywood on Horses,(1989 Video),"<span class=""genre"">
Documentary            </span>"
The Art of Special Make-up Effects: Volume I,(1989 Video),
Dancing for Mr. B: Six Balanchine Ballerinas,(1989),"<span class=""genre"">
Documentary            </span>"
Moscow Music Peace Festival,(1989 TV Special),"<span class=""genre"">
Music            </span>"
Whoopi Goldberg Presents Billy Connolly,(1989 TV Special),"<span class=""genre"">
Documentary, Comedy            </span>"
Match Point,(1989 TV Movie),"<span class=""genre"">
Family            </span>"
Aida,(1977– ),"<span class=""genre"">
Music            </span>"
Missing: Reward,(1989–1992),
The Heat Is On,(1989 TV Movie),"<span class=""genre"">
Documentary, Music            </span>"
Ask Me Again,(1981– ),"<span class=""genre"">
Comedy, Drama, Romance            </span>"
Exploring Psychic Powers Live,(1989 TV Special),"<span class=""genre"">
Reality-TV            </span>"
The Other Side,(1989),"<span class=""genre"">
Short, Drama            </span>"
Episode #3.14,(1987–1990),"<span class=""genre"">
Comedy, Music            </span>"
Episode #3.13,(1987–1990),"<span class=""genre"">
Comedy, Music            </span>"
Minnesota Vicki,(1985–1989),"<span class=""genre"">
Comedy, Family, Sci-Fi            </span>"
Kid-O-Grams,(1985–1989),"<span class=""genre"">
Comedy, Family, Sci-Fi            </span>"
Hard 'N Heavy Volume 1,(1989 Video),"<span class=""genre"">
Music            </span>"
Walk Out,(1988–1993),"<span class=""genre"">
Comedy, Drama, Family            </span>"
Steady as She Goes,(1988–1993),"<span class=""genre"">
Comedy, Drama, Family            </span>"
Math Class Squared,(1988–1993),"<span class=""genre"">
Comedy, Drama, Family            </span>"
Math Class,(1988–1993),"<span class=""genre"">
Comedy, Drama, Family            </span>"
The Volunteer,(1987–1990),"<span class=""genre"">
Action, Drama, War            </span>"
The Luck,(1987–1990),"<span class=""genre"">
Action, Drama, War            </span>"
Thanks for the Memories,(1987–1990),"<span class=""genre"">
Action, Drama, War            </span>"
Promised Land,(1987–1990),"<span class=""genre"">
Action, Drama, War            </span>"
Green Christmas,(1987–1990),"<span class=""genre"">
Action, Drama, War            </span>"
Bizarro... the Thing of Steel,(1988–1992),"<span class=""genre"">
Adventure, Fantasy, Sci-Fi            </span>"
Brain-Dead Poets Society,(1988–2018),"<span class=""genre"">
Comedy, Drama            </span>"
Yet Another Day in the Life,(1984–1992),"<span class=""genre"">
Comedy            </span>"
"Mirror, Mirror, on the Wall: Part 2",(1984–1996),"<span class=""genre"">
Crime, Drama, Mystery            </span>"
"Mirror, Mirror, on the Wall: Part 1",(1984–1996),"<span class=""genre"">
Crime, Drama, Mystery            </span>"
Eatin' Out,(1987–1997),"<span class=""genre"">
Comedy            </span>"
Vengeance,(1988–1995),"<span class=""genre"">
Crime, Drama, Mystery            </span>"
Murder Most Ancient,(1988–1995),"<span class=""genre"">
Crime, Drama, Mystery            </span>"
First Girl,(1988–1995),"<span class=""genre"">
Crime, Drama, Mystery            </span>"
The Squeaky Wheel,(1984–1989),"<span class=""genre"">
Drama, Fantasy            </span>"
Summer Camp,(1984–1989),"<span class=""genre"">
Drama, Fantasy            </span>"
Not Another Monday,(1985–1992),"<span class=""genre"">
Comedy, Drama            </span>"
Arabesque,(1987–1990),"<span class=""genre"">
Crime, Fantasy, Drama            </span>"
A Kingdom by the Sea,(1987–1990),"<span class=""genre"">
Crime, Fantasy, Drama            </span>"
A Gentle Rain,(1987–1990),"<span class=""genre"">
Crime, Fantasy, Drama            </span>"
"Those Lips, Those Thais",(1989–1992),"<span class=""genre"">
Comedy            </span>"
The Mind's Treasure Chest,(1989),"<span class=""genre"">
Family            </span>"
Long Ago and Far Away,(1989–1993),"<span class=""genre"">
Animation, Drama, Family            </span>"
Tap Dance in America,(1971– ),"<span class=""genre"">
Music            </span>"
Bill Hicks: Sane Man,(1989 Video),"<span class=""genre"">
Documentary, Comedy            </span>"
We Shall Overcome,(1989),"<span class=""genre"">
Documentary            </span>"
Destination: Universe,(1989 Video),"<span class=""genre"">
Documentary            </span>"
Aisle of Dreams,(1989),"<span class=""genre"">
Short            </span>"
True Blue,(1989–1990),"<span class=""genre"">
Crime, Drama            </span>"
A Fine Romance,(1989),"<span class=""genre"">
Drama, Romance            </span>"
The Jailbirds,(1985–1989),"<span class=""genre"">
Comedy, Family, Sci-Fi            </span>"
Hooray for Hollyweird!,(1985–1989),"<span class=""genre"">
Comedy, Family, Sci-Fi            </span>"
On the Spot,(1988–1993),"<span class=""genre"">
Comedy, Drama, Family            </span>"
Paris: Part 2,(1986–1991),"<span class=""genre"">
Comedy, Family            </span>"
Sealed with a Kiss,(1987–1990),"<span class=""genre"">
Action, Drama, War            </span>"
Popular Forces,(1987–1990),"<span class=""genre"">
Action, Drama, War            </span>"
I Wish It Would Rain,(1987–1990),"<span class=""genre"">
Action, Drama, War            </span>"
I Am What I Am,(1987–1990),"<span class=""genre"">
Action, Drama, War            </span>"
Hard Stripe,(1987–1990),"<span class=""genre"">
Action, Drama, War            </span>"
A Necessary End,(1987–1990),"<span class=""genre"">
Action, Drama, War            </span>"
The 'King' and I,(1986–1993),"<span class=""genre"">
Comedy, Family            </span>"
"Something Borrowed, Someone Blue",(1984–1996),"<span class=""genre"">
Crime, Drama, Mystery            </span>"
The Professor,(1985–1990),"<span class=""genre"">
Comedy, Family            </span>"
It's a Bundyful Life Part 2,(1987–1997),"<span class=""genre"">
Comedy            </span>"
"Can't Dance, Don't Ask Me",(1987–1997),"<span class=""genre"">
Comedy            </span>"
The Invisible Killer,(1985–1992),"<span class=""genre"">
Action, Adventure, Crime            </span>"
Cleo Rocks,(1985–1992),"<span class=""genre"">
Action, Adventure, Crime            </span>"
Corky Witnesses a Crime,(1989–1993),"<span class=""genre"">
Drama            </span>"
Walkout,(1988–1995),"<span class=""genre"">
Crime, Drama, Mystery            </span>"
Crackdown,(1988–1995),"<span class=""genre"">
Crime, Drama, Mystery            </span>"
The Inner Limits,(1984–1989),"<span class=""genre"">
Drama, Fantasy            </span>"
"Goodbye, Mr. Zelinka",(1984–1989),"<span class=""genre"">
Drama, Fantasy            </span>"
The Junies,(1986–1993),"<span class=""genre"">
Comedy            </span>"
"If Keith Jackson Calls, I'll Be at My Therapist's",(1989–1997),"<span class=""genre"">
Comedy, Sport            </span>"
Though Lovers Be Lost...,(1987–1990),"<span class=""genre"">
Crime, Fantasy, Drama            </span>"
Ceremony of Innocence,(1987–1990),"<span class=""genre"">
Crime, Fantasy, Drama            </span>"
A Distant Shore,(1987–1990),"<span class=""genre"">
Crime, Fantasy, Drama            </span>"
A Date to Remember,(1985–1990),"<span class=""genre"">
Comedy            </span>"
